Drug Code,Generic Name,Unit Size,Mrp,Group Name,Map_id,Text,Product Information,Price
1703,"Metadoxine 500mg, Silymarin 140mg, L- Ornithin L- Aspartate 150mg Tablets",10's,Under Process,Hepato-Protective,66,Kupffer Tone,,171.0
1703,"Metadoxine 500mg, Silymarin 140mg, L- Ornithin L- Aspartate 150mg Tablets",10's,Under Process,Hepato-Protective,66,Hepamore,,129.0
1703,"Metadoxine 500mg, Silymarin 140mg, L- Ornithin L- Aspartate 150mg Tablets",10's,Under Process,Hepato-Protective,66,Recohep,,260.0
1703,"Metadoxine 500mg, Silymarin 140mg, L- Ornithin L- Aspartate 150mg Tablets",10's,Under Process,Hepato-Protective,66,Nitoliv M,,190.0
1699,"Liraglutide, Solution for injection in pre-filled pen 6mg/ml",3 ml,Under Process,Anti-Diabetic,68,Victoza Solution for Injection,"Victoza Solution for Injection is a medicine used to lower blood sugar levels in adults with type 2 diabetes mellitus. This helps to prevent serious complications of diabetes like kidney damage and blindness. Proper control of diabetes also helps to lower your chances of a heart attack or a stroke.

Victoza Solution for Injection belongs to the GLP-1 (glucagon-like peptide) group of diabetes medicines. It works by helping your body produce insulin and by reducing appetite. It also helps to reduce weight in some people. This medicine should be stored in a refrigerator until you need it but do not freeze it.

It is normally injected under the skin once daily. The dose will depend on your condition and what other diabetes medicines you are taking. You can use it at any time of the day with or without food but try to use it at the same time each day to get the most benefit. Your doctor or nurse will show you how and where to inject the medicine. Follow the instructions carefully.

Do not stop taking this medicine without talking to your doctor. If you do, your blood sugar levels may increase and put you at risk of serious complications. Remember that it is only part of a treatment program that should also include a healthy diet and regular exercise as advised by your doctor. Your lifestyle plays a big part in controlling diabetes.

The most common side effects of this medicine include nausea, diarrhea, vomiting, decreased appetite, indigestion, and constipation. It can also lead to low blood sugar levels (hypoglycemia) especially if you are also taking other medicines like insulin or sulphonylureas for treatment of diabetes. To prevent this, it is important to have regular meals and always carry a fast-acting source of glucose such as sugary candy or glucose candy with you.

Before using it, let your doctor know if you have any pancreas or stomach problems or severe dehydration (loss of body water), or diabetic ketoacidosis (a complication of diabetes characterized by too much acid and ketones in your blood). This medicine may not be suitable. Pregnant or breastfeeding women should also consult their doctor before using this medicine. If you experience blurred vision, dizziness, or drowsiness due to extremely low or high blood sugar, do not drive, use machinery or do any activity that requires alertness or clear vision until you are sure you can do them safely.",4840.0
1700,"Measles Vaccine (Live) 1000ccid50, Mumps Virus Vaccine 5000ccid50 and Rubella Vaccine (live) 1000ccid50 IP",0.5 ml Vial,Under Process,Vaccines,69,Mmr Vaccine,"Mmr Vaccine is a prescription medicine. This combination of three vaccines is used to prevent measles, mumps, and rubella. It stimulates the immune system to act against microorganisms to prevent such infections. These infections can occur in people of any age group.

Mmr Vaccine is to be administered by a healthcare professional. The first dose is generally given at 12 through 15 months of age. And the second dose is administered at 4 through 6 years of age. Do not skip any doses and follow your doctor’s instructions carefully to get maximum benefit.

It may cause redness, pain, and swelling at the site of injection. It may also cause loss of appetite, drowsiness, irritability, and fever in some people. However, these are temporary and usually resolves on its own. Consult your doctor if these do not subside or they bother you. Your doctor will suggest ways to cope up with the side effects.

Before taking it, inform your doctor if you are suffering from any liver or kidney problems. Pregnant and breastfeeding mothers should consult their doctor before taking it.",119.0
1715,Naproxen 500 mg and Domperidone 10 mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,70,Naxdom,,63.0
1715,Naproxen 500 mg and Domperidone 10 mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,70,Napra D,,77.0
1715,Naproxen 500 mg and Domperidone 10 mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,70,Macprox DP,,74.0
1715,Naproxen 500 mg and Domperidone 10 mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,70,Minado,,56.0
1715,Naproxen 500 mg and Domperidone 10 mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,70,Xenadom,,86.0
1715,Naproxen 500 mg and Domperidone 10 mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,70,Comig,,68.0
1715,Naproxen 500 mg and Domperidone 10 mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,70,Naprest D,,79.0
1715,Naproxen 500 mg and Domperidone 10 mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,70,Naprodom,,72.0
1715,Naproxen 500 mg and Domperidone 10 mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,70,Proxidom,,62.0
1726,Betahistine Hydrochloride 16 mg & Ginkgo Biloba Extract 30 mg,10's,Under Process,Central Nervous System (CNS),71,Stablanz,,77.0
1726,Betahistine Hydrochloride 16 mg & Ginkgo Biloba Extract 30 mg,10's,Under Process,Central Nervous System (CNS),71,Vernil Plus,,155.0
1726,Betahistine Hydrochloride 16 mg & Ginkgo Biloba Extract 30 mg,10's,Under Process,Central Nervous System (CNS),71,GB Vert,,50.0
1726,Betahistine Hydrochloride 16 mg & Ginkgo Biloba Extract 30 mg,10's,Under Process,Central Nervous System (CNS),71,Vetahist G,,159.0
1735,Orciprenaline Tablet 10 mg,10's,Under Process,Respiratory,72,Alupent,,52.0
1752,Paracetamol 500mg and Chlorzoxazone 250mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,75,Myodol,,90.0
1752,Paracetamol 500mg and Chlorzoxazone 250mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,75,Supergin,,30.0
1752,Paracetamol 500mg and Chlorzoxazone 250mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,75,Myocetamol,,89.0
1752,Paracetamol 500mg and Chlorzoxazone 250mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,75,Medspaz,,38.0
1752,Paracetamol 500mg and Chlorzoxazone 250mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,75,Myofan,,45.0
1752,Paracetamol 500mg and Chlorzoxazone 250mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,75,Aflar,,22.0
1752,Paracetamol 500mg and Chlorzoxazone 250mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,75,Oropyrin Plus,,36.0
1752,Paracetamol 500mg and Chlorzoxazone 250mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,75,Lapodia MR,,95.0
1752,Paracetamol 500mg and Chlorzoxazone 250mg Tablet,10's,Under Process,Analgesic/Antipyretic/Anti-Inflammatory,75,Myochlor,,85.0
1766,"Pregabalin 75 mg, Methylcobalamin 1500 mcg and Nortryptiline 10 mg Tablet",10's,Under Process,Central Nervous System (CNS),76,Nortipan-M,,255.0
1766,"Pregabalin 75 mg, Methylcobalamin 1500 mcg and Nortryptiline 10 mg Tablet",10's,Under Process,Central Nervous System (CNS),76,GB 29 Total,,259.0
1766,"Pregabalin 75 mg, Methylcobalamin 1500 mcg and Nortryptiline 10 mg Tablet",10's,Under Process,Central Nervous System (CNS),76,Resner Plus,,197.0
1766,"Pregabalin 75 mg, Methylcobalamin 1500 mcg and Nortryptiline 10 mg Tablet",10's,Under Process,Central Nervous System (CNS),76,Nervijen-NP,,180.0
1766,"Pregabalin 75 mg, Methylcobalamin 1500 mcg and Nortryptiline 10 mg Tablet",10's,Under Process,Central Nervous System (CNS),76,Troynuron,,54.0
1766,"Pregabalin 75 mg, Methylcobalamin 1500 mcg and Nortryptiline 10 mg Tablet",10's,Under Process,Central Nervous System (CNS),76,Meganeuron NT,,120.0
1766,"Pregabalin 75 mg, Methylcobalamin 1500 mcg and Nortryptiline 10 mg Tablet",10's,Under Process,Central Nervous System (CNS),76,Nervite Plus,,255.0
1766,"Pregabalin 75 mg, Methylcobalamin 1500 mcg and Nortryptiline 10 mg Tablet",10's,Under Process,Central Nervous System (CNS),76,Trinurogab,,256.0
1773,Quiniodochlor Tablet IP 250 mg,10's,Under Process,Gastrointestinal (GIT),79,Enteroquinol,,56.0
1773,Quiniodochlor Tablet IP 250 mg,10's,Under Process,Gastrointestinal (GIT),79,Entroquine,,25.0
1773,Quiniodochlor Tablet IP 250 mg,10's,Under Process,Gastrointestinal (GIT),79,Vioform,,9.0
1776,Ramosetron Tablet 5 mcg,10's,Under Process,Anti-Emetic,80,Ibset,,413.0
1776,Ramosetron Tablet 5 mcg,10's,Under Process,Anti-Emetic,80,Nozia,,66.0
1776,Ramosetron Tablet 5 mcg,10's,Under Process,Anti-Emetic,80,Xamron,,660.0
1776,Ramosetron Tablet 5 mcg,10's,Under Process,Anti-Emetic,80,Rsgram,,620.0
1776,Ramosetron Tablet 5 mcg,10's,Under Process,Anti-Emetic,80,Ramobliss,,600.0
1779,Reteplase-Recombinant Tissue Plasminogen Activator 18mg,1 vial with w.f.i.,Under Process,Misc.,81,Retelex,,32700.0
1779,Reteplase-Recombinant Tissue Plasminogen Activator 18mg,1 vial with w.f.i.,Under Process,Misc.,81,Retefast,,23000.0
1779,Reteplase-Recombinant Tissue Plasminogen Activator 18mg,1 vial with w.f.i.,Under Process,Misc.,81,Retefuse,,32650.0
1779,Reteplase-Recombinant Tissue Plasminogen Activator 18mg,1 vial with w.f.i.,Under Process,Misc.,81,Mirel,,21931.0
1779,Reteplase-Recombinant Tissue Plasminogen Activator 18mg,1 vial with w.f.i.,Under Process,Misc.,81,Vascium,,28333.0
1797,Saroglitazar Tablets 4mg,10's,Under Process,Cardiovascular System (CVS),85,Lipaglyn Tablet,"Lipaglyn Tablet is a medicine used in the treatment of Noncirrhotic Non-Alcoholic Steatohepatitis, Non-alcoholic Fatty Liver Disease (NAFLD) with comorbidities (like obesity, Type 2 Diabetes Mellitus, Dyslipidemia or Metabolic Syndrome), and high cholesterol in diabetes (diabetic dyslipidemia).

Lipaglyn Tablet may be taken with or without food, at the same time each day, to get the most benefit and you should not stop taking it unless your doctor recommends it. It is important to stay on the diet and exercise program recommended by your doctor while taking this medicine. Your lifestyle plays a big part in maintaining a healthy body weight, which will help protect your liver to a great extent.

The most common side effects of this medicine are flatulence, indigestion, abdominal distension, increased body temperature, and weakness. These are usually not severe. Please consult your doctor if the side effects worry you or if they do not go away.

Before taking this medicine, let your doctor know if you have ever had kidney disease, heart or pancreas problems, or if you drink a lot of alcohol. Pregnant or breastfeeding women should also consult their doctor before taking it. Some other medicines you are taking may interfere with it so make sure your doctor knows about all the other medicines you are using. Limit your alcohol intake while taking this medicine because it can degrade your liver health. You may need regular tests such as liver function test, kidney function and blood glucose levels to check that the medicine is working properly.",
1798,Satranidazole 300mg and Ofloxacin 200mg Tablets,10's,Under Process,Antibiotic,86,Satrogyl-O,,71.0
1818,Tetrabenazine Tablets 25mg,10's,Under Process,Central Nervous System (CNS),88,Revocon,,411.0
1818,Tetrabenazine Tablets 25mg,10's,Under Process,Central Nervous System (CNS),88,Ticstop,,385.0
1818,Tetrabenazine Tablets 25mg,10's,Under Process,Central Nervous System (CNS),88,Ticfree,,290.0
1818,Tetrabenazine Tablets 25mg,10's,Under Process,Central Nervous System (CNS),88,Ticrest,,341.0
1838,Vildagliptin Tablet (50mg),15's,Under Process,Anti-Diabetic,92,Ultravid,,99.0
1838,Vildagliptin Tablet (50mg),15's,Under Process,Anti-Diabetic,92,Vildapin,,120.0
1838,Vildagliptin Tablet (50mg),15's,Under Process,Anti-Diabetic,92,Valdovus,,130.0
1838,Vildagliptin Tablet (50mg),15's,Under Process,Anti-Diabetic,92,Itvil,,180.0
1838,Vildagliptin Tablet (50mg),15's,Under Process,Anti-Diabetic,92,Profex,,49.0
1838,Vildagliptin Tablet (50mg),15's,Under Process,Anti-Diabetic,92,Viglida,,120.0
1838,Vildagliptin Tablet (50mg),15's,Under Process,Anti-Diabetic,92,Vildamence,,105.0
1838,Vildagliptin Tablet (50mg),15's,Under Process,Anti-Diabetic,92,Ecovilda,,67.0
1838,Vildagliptin Tablet (50mg),15's,Under Process,Anti-Diabetic,92,Venglip,,120.0
1836,Vildagliptin & Metformin Hydrochloride Tablets (50mg/500mg),15's,Under Process,Anti-Diabetic,96,Zomelis Met,,165.0
1836,Vildagliptin & Metformin Hydrochloride Tablets (50mg/500mg),15's,Under Process,Anti-Diabetic,96,Vysov-M,,145.0
1836,Vildagliptin & Metformin Hydrochloride Tablets (50mg/500mg),15's,Under Process,Anti-Diabetic,96,Galvus Met,,328.0
1836,Vildagliptin & Metformin Hydrochloride Tablets (50mg/500mg),15's,Under Process,Anti-Diabetic,96,Vilprica-M,,105.0
1836,Vildagliptin & Metformin Hydrochloride Tablets (50mg/500mg),15's,Under Process,Anti-Diabetic,96,Vildazol M,,180.0
1836,Vildagliptin & Metformin Hydrochloride Tablets (50mg/500mg),15's,Under Process,Anti-Diabetic,96,Ultravid M,,117.0
1836,Vildagliptin & Metformin Hydrochloride Tablets (50mg/500mg),15's,Under Process,Anti-Diabetic,96,Vidaden M,,99.0
1836,Vildagliptin & Metformin Hydrochloride Tablets (50mg/500mg),15's,Under Process,Anti-Diabetic,96,Vildagard M,,145.0
1851,Thyroxine Sodium Tablets IP 25mcg,100's Bottle,Under Process,Anti-Thyroid,98,Thyroxoin Sodium 25mcg Tablet,"Thyroxoin Sodium 25mcg Tablet is a medicine used to treat an underactive thyroid gland (hypothyroidism). It replaces the hormone which is not being produced by your thyroid gland in sufficient quantity and helps regulate your body’s energy and metabolism.

Before you start taking Thyroxoin Sodium 25mcg Tablet, your doctor will do a blood test to see what dose you need. Once you start taking the medicine, you will have regular blood tests to see how well it is working, and the dose may be adjusted from time to time. It is best taken on an empty stomach before your first meal of the day. You should take this medicine regularly to get the maximum benefit. It may take several weeks before your symptoms start to improve. You may need to take it for the rest of your life. If you stop taking it, your symptoms are likely to come back.

The most common side effects of this medicine are caused by taking a higher dose than you need. Possible side effects include palpitations (irregular heartbeat), vomiting, anxiety, diarrhea, weight loss, tremors, increased appetite, and restlessness. Most side effects will disappear once you are on the right dose. Call your doctor straight away if you have a very high temperature, fast or irregular heart rate, low blood pressure, yellowness in the eye/skin, confusion, or fits.

Thyroxoin Sodium 25mcg Tablet may cause weight loss but should not be prescribed or taken to treat obesity. If you become pregnant while taking this medicine, inform your doctor right away as the dose may have to be increased/readjusted. Many other drugs affect the way this medicine works. Ask your doctor for advice if you are taking any other medications.",7320.0
1852,Thyroxine Sodium Tablets IP 75mcg,100's Bottle,Under Process,Anti-Thyroid,99,Thyronorm 75mcg Tablet,"Thyronorm 75mcg Tablet is a medicine used to treat an underactive thyroid gland (hypothyroidism). It replaces the hormone which is not being produced by your thyroid gland in sufficient quantity and helps regulate your body’s energy and metabolism.

Before you start taking Thyronorm 75mcg Tablet, your doctor will do a blood test to see what dose you need. Once you start taking the medicine, you will have regular blood tests to see how well it is working, and the dose may be adjusted from time to time. It is best taken on an empty stomach before your first meal of the day. You should take this medicine regularly to get the maximum benefit. It may take several weeks before your symptoms start to improve. You may need to take it for the rest of your life. If you stop taking it, your symptoms are likely to come back.

The most common side effects of this medicine are caused by taking a higher dose than you need. Possible side effects include palpitations (irregular heartbeat), vomiting, anxiety, diarrhea, weight loss, tremors, increased appetite, and restlessness. Most side effects will disappear once you are on the right dose. Call your doctor straight away if you have a very high temperature, fast or irregular heart rate, low blood pressure, yellowness in the eye/skin, confusion, or fits.

Thyronorm 75mcg Tablet may cause weight loss but should not be prescribed or taken to treat obesity. If you become pregnant while taking this medicine, inform your doctor right away as the dose may have to be increased/readjusted. Many other drugs affect the way this medicine works. Ask your doctor for advice if you are taking any other medications.",
1858,Darifenacin Prolonged Release Tablets IP 7.5mg,10's,Under Process,Urology,100,Dariten,,347.0
1858,Darifenacin Prolonged Release Tablets IP 7.5mg,10's,Under Process,Urology,100,Darif,,359.0
1858,Darifenacin Prolonged Release Tablets IP 7.5mg,10's,Under Process,Urology,100,Darilong,,325.0
1858,Darifenacin Prolonged Release Tablets IP 7.5mg,10's,Under Process,Urology,100,Vesigard,,220.0
1858,Darifenacin Prolonged Release Tablets IP 7.5mg,10's,Under Process,Urology,100,Deritas,,395.0
1858,Darifenacin Prolonged Release Tablets IP 7.5mg,10's,Under Process,Urology,100,Urifen,,235.0
1858,Darifenacin Prolonged Release Tablets IP 7.5mg,10's,Under Process,Urology,100,Xelena,,211.0
1858,Darifenacin Prolonged Release Tablets IP 7.5mg,10's,Under Process,Urology,100,Darinacin,,228.0
1858,Darifenacin Prolonged Release Tablets IP 7.5mg,10's,Under Process,Urology,100,Deyten OD,,225.0
1859,Disodium Hydrogen Citrate Syrup 1.37gm per 5ml,100ml Bottle,Under Process,Urology,101,Alkasol,,134.0
1859,Disodium Hydrogen Citrate Syrup 1.37gm per 5ml,100ml Bottle,Under Process,Urology,101,Cital,,106.0
1859,Disodium Hydrogen Citrate Syrup 1.37gm per 5ml,100ml Bottle,Under Process,Urology,101,Citralka,,115.0
1859,Disodium Hydrogen Citrate Syrup 1.37gm per 5ml,100ml Bottle,Under Process,Urology,101,Oricitral,,85.0
1859,Disodium Hydrogen Citrate Syrup 1.37gm per 5ml,100ml Bottle,Under Process,Urology,101,Alkarate,,91.0
1859,Disodium Hydrogen Citrate Syrup 1.37gm per 5ml,100ml Bottle,Under Process,Urology,101,Alkel,,66.0
1859,Disodium Hydrogen Citrate Syrup 1.37gm per 5ml,100ml Bottle,Under Process,Urology,101,Urosol,,96.0
1859,Disodium Hydrogen Citrate Syrup 1.37gm per 5ml,100ml Bottle,Under Process,Urology,101,Alkorina,,70.0
1859,Disodium Hydrogen Citrate Syrup 1.37gm per 5ml,100ml Bottle,Under Process,Urology,101,Alkadip,,71.0
1880,Epalrestat Sustained Release Tablets 50 mg,10's,Under Process,Neuropathy,102,Aldonil,,182.0
1880,Epalrestat Sustained Release Tablets 50 mg,10's,Under Process,Neuropathy,102,Alrista,,96.0
1880,Epalrestat Sustained Release Tablets 50 mg,10's,Under Process,Neuropathy,102,Eparel,,64.0
1880,Epalrestat Sustained Release Tablets 50 mg,10's,Under Process,Neuropathy,102,Epo,,148.0
1880,Epalrestat Sustained Release Tablets 50 mg,10's,Under Process,Neuropathy,102,Restat,,98.0
1880,Epalrestat Sustained Release Tablets 50 mg,10's,Under Process,Neuropathy,102,Axonet,,249.0
1880,Epalrestat Sustained Release Tablets 50 mg,10's,Under Process,Neuropathy,102,Palestat,,109.0
1880,Epalrestat Sustained Release Tablets 50 mg,10's,Under Process,Neuropathy,102,Dinrest,,95.0
1880,Epalrestat Sustained Release Tablets 50 mg,10's,Under Process,Neuropathy,102,Epalong G,,99.0
1881,Gatifloxacin 0.3% w/v and Dexamethasone 0.1% w/v Eye Drops,3ml Drops,Under Process,Opthalmic/Otic,103,Gatilox DM,,29.0
1881,Gatifloxacin 0.3% w/v and Dexamethasone 0.1% w/v Eye Drops,3ml Drops,Under Process,Opthalmic/Otic,103,Gflotas D,,20.0
1881,Gatifloxacin 0.3% w/v and Dexamethasone 0.1% w/v Eye Drops,3ml Drops,Under Process,Opthalmic/Otic,103,Gate DM,,112.0
1881,Gatifloxacin 0.3% w/v and Dexamethasone 0.1% w/v Eye Drops,3ml Drops,Under Process,Opthalmic/Otic,103,Engatt DX,,31.0
1881,Gatifloxacin 0.3% w/v and Dexamethasone 0.1% w/v Eye Drops,3ml Drops,Under Process,Opthalmic/Otic,103,Microgat-DX,,24.0
1881,Gatifloxacin 0.3% w/v and Dexamethasone 0.1% w/v Eye Drops,3ml Drops,Under Process,Opthalmic/Otic,103,Getoli D,,37.0
1881,Gatifloxacin 0.3% w/v and Dexamethasone 0.1% w/v Eye Drops,3ml Drops,Under Process,Opthalmic/Otic,103,Gentijet DX,,7.0
1881,Gatifloxacin 0.3% w/v and Dexamethasone 0.1% w/v Eye Drops,3ml Drops,Under Process,Opthalmic/Otic,103,Zengat D,,32.0
1881,Gatifloxacin 0.3% w/v and Dexamethasone 0.1% w/v Eye Drops,3ml Drops,Under Process,Opthalmic/Otic,103,Tiflow D,,8.0
1882,Gatifloxacin 0.3 % w/v and Prednisolone 1% w/v Eye Drops,10ml Drops,Under Process,Opthalmic/Otic,104,Gatiquin-P,,182.0
1882,Gatifloxacin 0.3 % w/v and Prednisolone 1% w/v Eye Drops,10ml Drops,Under Process,Opthalmic/Otic,104,Gate P,,47.0
1882,Gatifloxacin 0.3 % w/v and Prednisolone 1% w/v Eye Drops,10ml Drops,Under Process,Opthalmic/Otic,104,Gat P,,42.0
1882,Gatifloxacin 0.3 % w/v and Prednisolone 1% w/v Eye Drops,10ml Drops,Under Process,Opthalmic/Otic,104,Predzy,,77.0
1882,Gatifloxacin 0.3 % w/v and Prednisolone 1% w/v Eye Drops,10ml Drops,Under Process,Opthalmic/Otic,104,Z Pred,,51.0
1882,Gatifloxacin 0.3 % w/v and Prednisolone 1% w/v Eye Drops,10ml Drops,Under Process,Opthalmic/Otic,104,Fiago P,,72.0
1882,Gatifloxacin 0.3 % w/v and Prednisolone 1% w/v Eye Drops,10ml Drops,Under Process,Opthalmic/Otic,104,Arogat-P,,129.0
1882,Gatifloxacin 0.3 % w/v and Prednisolone 1% w/v Eye Drops,10ml Drops,Under Process,Opthalmic/Otic,104,Nugat-P,,120.0
1883,Gentamicin 0.3% w/v and Dexamethasone 0.1% w/v Eye Drops,10ml Drops,Under Process,Opthalmic/Otic,105,Gentadrops D Eye/Ear Drops,"Gentadrops D Eye/Ear Drops is a medicine used to treat bacterial infections of the eyes and ear. It kills and prevents the growth of infection-causing bacteria. This way it relieves the symptoms and speeds up the healing process.

Gentadrops D Eye/Ear Drops is to be used only in the affected eye or ear. Read the label carefully for instruction before you use the medicine. Use it in the exact dose and duration as advised by the doctor or as instructed in the label. Wash your hands before using this medicine. Complete your dose even if you feel better. Stopping the medicine too early may bring back the infection.
Use of this medicine may cause burning, irritation, itching, and redness at the site of application. These are usually temporary and resolve with time. However, if they persist or get worse, inform your doctor. In case of accidental contact with your nose or mouth, immediately rinse it with water.
Inform your doctor if you have a known allergy to any of the ingredients in this medicine or if you are taking any other medication. It is advised not to drive or operate heavy machinery immediately after using this medicine as it may cause temporary blurring of vision and may affect your ability to drive.",1420.0
1877,Brinzolamide Ophthalmic Suspension IP 1% w/v,5ml Drops,Under Process,Opthalmic/Otic,106,Azopt,,596.0
1877,Brinzolamide Ophthalmic Suspension IP 1% w/v,5ml Drops,Under Process,Opthalmic/Otic,106,Brinzox,,561.0
1877,Brinzolamide Ophthalmic Suspension IP 1% w/v,5ml Drops,Under Process,Opthalmic/Otic,106,Brinolar,,472.0
1877,Brinzolamide Ophthalmic Suspension IP 1% w/v,5ml Drops,Under Process,Opthalmic/Otic,106,Brinzagan,,528.0
1877,Brinzolamide Ophthalmic Suspension IP 1% w/v,5ml Drops,Under Process,Opthalmic/Otic,106,Brio,,79.0
1877,Brinzolamide Ophthalmic Suspension IP 1% w/v,5ml Drops,Under Process,Opthalmic/Otic,106,Brinzoma,,352.0
1877,Brinzolamide Ophthalmic Suspension IP 1% w/v,5ml Drops,Under Process,Opthalmic/Otic,106,Lupibrin,,318.0
1877,Brinzolamide Ophthalmic Suspension IP 1% w/v,5ml Drops,Under Process,Opthalmic/Otic,106,Brinzemic,,300.0
1877,Brinzolamide Ophthalmic Suspension IP 1% w/v,5ml Drops,Under Process,Opthalmic/Otic,106,Bridic,,374.0
1878,Bromfenac 0.09% w/v and Moxifloxacin 0.5% w/v Eye Drops,5ml Drops,Under Process,Opthalmic/Otic,107,Duobrom,,219.0
1878,Bromfenac 0.09% w/v and Moxifloxacin 0.5% w/v Eye Drops,5ml Drops,Under Process,Opthalmic/Otic,107,Mofloren BF,,188.0
1878,Bromfenac 0.09% w/v and Moxifloxacin 0.5% w/v Eye Drops,5ml Drops,Under Process,Opthalmic/Otic,107,4 Quin-Brom,,176.0
1878,Bromfenac 0.09% w/v and Moxifloxacin 0.5% w/v Eye Drops,5ml Drops,Under Process,Opthalmic/Otic,107,Bromifax,,199.0
1878,Bromfenac 0.09% w/v and Moxifloxacin 0.5% w/v Eye Drops,5ml Drops,Under Process,Opthalmic/Otic,107,Moxifenac,,120.0
1878,Bromfenac 0.09% w/v and Moxifloxacin 0.5% w/v Eye Drops,5ml Drops,Under Process,Opthalmic/Otic,107,Moxicip BR,,144.0
1878,Bromfenac 0.09% w/v and Moxifloxacin 0.5% w/v Eye Drops,5ml Drops,Under Process,Opthalmic/Otic,107,Moxluv Brom,,125.0
1878,Bromfenac 0.09% w/v and Moxifloxacin 0.5% w/v Eye Drops,5ml Drops,Under Process,Opthalmic/Otic,107,Cantomox BF,,134.0
1878,Bromfenac 0.09% w/v and Moxifloxacin 0.5% w/v Eye Drops,5ml Drops,Under Process,Opthalmic/Otic,107,Brotech M,,110.0
1885,Sodium Hyaluronate Eye Drops 0.1% w/v,5ml Drops,Under Process,Opthalmic/Otic,108,Opsion HA,,247.0
1885,Sodium Hyaluronate Eye Drops 0.1% w/v,5ml Drops,Under Process,Opthalmic/Otic,108,Eubri,,493.0
1885,Sodium Hyaluronate Eye Drops 0.1% w/v,5ml Drops,Under Process,Opthalmic/Otic,108,Hyla,,390.0
1885,Sodium Hyaluronate Eye Drops 0.1% w/v,5ml Drops,Under Process,Opthalmic/Otic,108,Hylasto One,,7142.0
1885,Sodium Hyaluronate Eye Drops 0.1% w/v,5ml Drops,Under Process,Opthalmic/Otic,108,Hyal Oral,,96.0
1885,Sodium Hyaluronate Eye Drops 0.1% w/v,5ml Drops,Under Process,Opthalmic/Otic,108,Nextane,,18.0
1885,Sodium Hyaluronate Eye Drops 0.1% w/v,5ml Drops,Under Process,Opthalmic/Otic,108,Hyvet,,299.0
1885,Sodium Hyaluronate Eye Drops 0.1% w/v,5ml Drops,Under Process,Opthalmic/Otic,108,Cohevisc,,750.0
1894,Primaquine Phosphate Tablets IP 2.5 mg,10's,Under Process,Anti-Malarial,110,Malirid,,12.0
1894,Primaquine Phosphate Tablets IP 2.5 mg,10's,Under Process,Anti-Malarial,110,Pmq Inga,,13.0
1894,Primaquine Phosphate Tablets IP 2.5 mg,10's,Under Process,Anti-Malarial,110,Primec,,49.0
1894,Primaquine Phosphate Tablets IP 2.5 mg,10's,Under Process,Anti-Malarial,110,Primarid,,11.0
1894,Primaquine Phosphate Tablets IP 2.5 mg,10's,Under Process,Anti-Malarial,110,Primelife,,28.0
1894,Primaquine Phosphate Tablets IP 2.5 mg,10's,Under Process,Anti-Malarial,110,R C Vax,,29.0
1894,Primaquine Phosphate Tablets IP 2.5 mg,10's,Under Process,Anti-Malarial,110,Primaquine,,23.0
1894,Primaquine Phosphate Tablets IP 2.5 mg,10's,Under Process,Anti-Malarial,110,Prib,,19.0
1894,Primaquine Phosphate Tablets IP 2.5 mg,10's,Under Process,Anti-Malarial,110,Primacip,,7.0
1895,Pyrimethamine 12.5mg and Sulphadoxine 250mg Suspension,10ml,Under Process,Anti-Malarial,111,Reziz Suspension,"Reziz Suspension is a combination medicine that is prescribed to treat malaria. It fights against the infection by preventing the growth of the parasites inside the body.

Reziz Suspension is a prescription medicine. It is to be taken with food and take it at a fixed time regularly. Take the medicine in the dose and duration advised by your doctor. Do not consume more than the recommended dose, as this may have harmful effects on your body. A missed dose should be taken as soon as you remember. The course of the treatment should be completed for better efficacy.

Some common side effects of this medicine are headaches, diarrhea, nausea, vomiting, weakness, indigestion, etc. You may also feel dizzy, thus it is advised not to drive or operate machinery. To overcome dizziness you should drink plenty of fluid. If any of the side effects get aggravated, contact your doctor immediately.

Before taking this medicine, you should tell your doctor if you are taking any medication for any health conditions. Pregnant or breastfeeding women should also consult with their doctor before taking it. Avoid drinking alcohol as it can cause excessive drowsiness with this medicine.",
